CustomerID,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Spending,Response
5116,Bachelor,Single,109072,775,389,516,333,42,38,14,8,10,6,1355,Yes
5117,Bachelor,Single,25683,344,94,504,45,44,243,5,13,10,9,2299,No
5118,Bachelor,Married,43697,601,455,828,258,31,164,0,3,10,5,4912,Yes
5119,Master,Single,73113,587,496,661,321,159,141,8,5,5,9,2951,No
5120,Bachelor,Married,103814,508,215,572,293,96,227,0,7,4,6,4633,Yes
5121,Bachelor,Single,126525,921,271,345,447,2,4,1,5,0,3,3648,Yes
5122,PhD,Married,89502,546,369,819,470,64,106,8,5,2,9,4936,Yes
5123,Basic,Single,141903,877,337,161,77,123,175,8,10,13,1,4731,No
5124,Bachelor,Single,60025,683,134,5,73,158,46,10,3,3,0,2085,Yes
5125,PhD,Single,103114,432,48,461,407,43,226,12,7,8,7,960,No
5126,Bachelor,Married,55357,535,124,91,423,145,85,12,2,11,11,3152,Yes
5127,Bachelor,Single,62704,952,7,981,423,92,199,4,11,0,13,4889,No
5128,Bachelor,Single,122123,143,99,813,470,140,59,4,0,5,6,4694,Yes
5129,Bachelor,Single,50669,168,498,5,359,4,100,1,6,4,14,3301,No
5130,Master,Married,110523,555,350,164,307,108,223,4,12,13,0,1995,Yes
5131,Bachelor,Single,119864,997,83,318,22,12,93,1,8,14,12,4044,Yes
5132,Bachelor,Single,65663,754,136,263,469,7,258,1,2,13,13,734,Yes
5133,Basic,Widowed,64279,901,52,167,248,2,138,0,14,11,0,1987,No
5134,Basic,Single,34579,167,323,637,343,116,261,5,13,8,13,1765,No
5135,PhD,Married,76891,614,278,163,374,155,87,14,2,9,9,4439,Yes
5136,Bachelor,Widowed,70251,849,422,131,123,50,29,9,3,7,11,2374,Yes
5137,Bachelor,Single,140526,355,358,848,135,22,97,9,13,13,12,1196,No
5138,Basic,Married,23438,12,345,957,55,94,184,10,11,0,2,3808,Yes
5139,Bachelor,Single,84635,353,471,504,314,34,257,14,13,1,9,924,Yes
5140,PhD,Divorced,52069,179,58,983,202,137,30,3,6,9,5,4456,No
5141,Bachelor,Divorced,69342,757,482,393,125,24,200,10,7,9,3,2728,Yes
5142,Basic,Single,66631,121,460,330,202,93,74,7,6,7,9,3602,Yes
5143,Bachelor,Single,25427,122,298,206,482,156,234,10,2,10,2,2031,Yes
5144,Master,Married,117665,998,8,701,189,171,20,3,9,12,4,4665,Yes
5145,Bachelor,Widowed,128386,789,111,607,206,112,260,4,5,4,4,1398,Yes
5146,Master,Single,147198,252,481,495,455,28,194,13,3,13,8,979,Yes
5147,Bachelor,Widowed,33228,390,150,198,21,94,70,0,12,11,5,1383,Yes
5148,Master,Divorced,99557,621,185,10,417,191,234,9,10,12,12,2366,Yes
5149,Bachelor,Single,50853,913,481,931,103,5,8,11,7,12,4,682,No
5150,Basic,Married,49297,980,457,463,493,30,231,10,2,4,7,856,No
5151,Bachelor,Single,146017,474,169,822,285,18,251,0,5,7,9,2518,No
5152,Bachelor,Married,103005,775,238,800,256,87,144,8,1,0,2,1742,Yes
5153,PhD,Single,90601,255,222,359,254,36,138,6,8,1,9,2035,No
5154,Master,Married,107513,817,41,802,125,117,196,3,10,4,1,4201,No
5155,Bachelor,Married,33107,31,125,815,6,105,95,6,8,13,7,2436,No
5156,Bachelor,Married,79108,644,402,94,38,61,192,6,10,11,2,570,No
5157,Basic,Married,146332,781,342,550,258,133,74,13,1,14,3,4967,No
5158,Master,Married,72390,944,219,608,446,92,268,3,9,11,8,4377,Yes
5159,Bachelor,Widowed,54667,513,428,292,326,62,106,4,6,7,11,4276,No
5160,Bachelor,Married,39333,678,265,494,86,74,47,4,12,1,1,928,No
5161,Bachelor,Married,49267,23,229,809,89,95,105,7,2,0,11,1859,Yes
5162,Basic,Single,35572,12,63,263,139,63,287,3,14,10,11,3255,Yes
5163,Bachelor,Single,37353,85,252,517,418,198,121,8,11,8,5,3344,Yes
5164,Bachelor,Single,42999,394,161,310,157,145,287,11,3,12,2,838,No
5165,Basic,Married,116398,232,128,739,52,158,25,10,6,9,0,1256,Yes
5166,PhD,Married,105739,274,298,779,288,4,151,11,11,4,11,3329,Yes
5167,Bachelor,Married,61977,683,212,572,444,53,40,13,2,13,9,3858,No
5168,Basic,Widowed,115649,349,254,137,432,135,81,7,0,3,2,1812,No
5169,Bachelor,Single,136325,259,49,653,221,173,0,6,10,14,3,3402,Yes
5170,Master,Married,39659,626,223,500,121,22,18,8,4,3,11,1903,Yes
5171,Bachelor,Divorced,51547,692,44,333,243,47,129,13,7,0,1,598,No
5172,Bachelor,Married,89615,27,50,700,72,154,63,13,8,10,2,1687,No
5173,Basic,Married,73277,970,136,604,378,108,251,14,13,5,3,1724,Yes
5174,Basic,Divorced,109612,809,266,728,62,149,202,2,4,7,12,681,Yes
5175,Bachelor,Married,67643,560,76,80,248,90,138,3,4,10,10,4156,No
5176,Master,Married,148080,323,346,329,308,188,49,3,13,8,0,4670,No
5177,Master,Divorced,126949,783,52,286,35,89,43,0,5,9,9,3149,Yes
5178,Basic,Married,85129,537,164,307,330,88,18,9,11,8,1,4813,Yes
5179,Bachelor,Single,44513,603,209,936,257,91,53,12,12,8,4,1467,Yes
5180,PhD,Divorced,45805,120,81,574,204,159,182,7,5,4,12,3007,No
5181,Bachelor,Divorced,49050,926,10,675,263,195,47,1,8,4,4,2374,Yes
5182,Master,Single,54297,630,230,82,422,115,218,13,10,10,9,2762,No
5183,Basic,Married,109239,694,412,289,54,16,36,1,14,6,13,3925,Yes
5184,PhD,Married,106592,390,430,755,15,25,239,8,3,6,9,3549,Yes
5185,Master,Divorced,94465,655,341,879,419,33,181,10,2,13,4,3354,Yes
5186,PhD,Single,111901,877,350,21,189,50,172,8,2,5,0,1265,Yes
5187,Bachelor,Married,83366,175,393,211,12,48,11,9,4,10,3,2549,No
5188,Bachelor,Married,38313,313,427,56,193,54,35,0,7,4,6,2739,No
5189,PhD,Married,35927,755,113,629,422,196,144,13,14,1,11,1753,Yes
5190,Bachelor,Widowed,109935,368,1,99,130,166,41,2,11,12,9,1081,Yes
5191,Bachelor,Widowed,82226,474,134,833,325,124,160,10,13,3,8,783,No
5192,Master,Single,52921,766,116,356,75,76,24,9,10,9,6,4777,Yes
5193,Master,Single,87503,165,443,921,267,45,199,7,5,7,7,3275,Yes
5194,PhD,Single,113240,111,310,666,279,137,30,5,2,0,2,3777,Yes
5195,Bachelor,Married,78987,268,357,28,315,145,289,1,0,1,1,2057,No
5196,Master,Married,118350,853,319,169,432,14,165,11,6,14,5,4396,Yes
5197,Master,Married,58627,565,491,593,198,151,293,13,1,12,0,4359,Yes
5198,Basic,Single,126599,693,259,576,368,16,244,13,10,13,9,3017,No
5199,Bachelor,Single,53001,548,167,43,306,95,24,13,5,3,5,1081,No
5200,Bachelor,Single,36549,191,325,355,471,78,214,2,7,12,3,4937,Yes
5201,Bachelor,Married,47515,918,309,498,203,24,84,2,4,5,7,2135,Yes
5202,PhD,Married,123796,82,462,304,292,132,100,0,1,14,1,1675,No
5203,Bachelor,Single,128476,51,283,634,46,52,26,7,10,13,9,2101,No
5204,Master,Single,29400,5,129,947,221,65,123,1,8,7,5,4939,Yes
5205,PhD,Married,35137,244,42,22,194,35,277,3,1,11,9,4466,No
5206,Bachelor,Divorced,109819,375,274,879,121,121,279,1,9,3,13,4292,No
5207,Master,Single,84207,651,217,549,322,185,281,2,4,13,0,3944,Yes
5208,Bachelor,Married,43275,650,429,253,418,123,104,5,0,3,11,2106,No
5209,Master,Single,113240,301,143,422,453,116,36,7,4,13,11,838,Yes
5210,Basic,Single,89492,907,344,76,467,68,178,6,6,8,10,2008,Yes
5211,PhD,Married,55286,199,416,354,402,164,44,7,12,13,6,4800,No
5212,Bachelor,Single,68726,266,243,218,490,91,23,9,4,9,11,1031,Yes
5213,Bachelor,Married,149521,521,114,223,147,52,227,5,5,5,9,1780,Yes
5214,Master,Divorced,61068,284,27,262,18,130,35,10,7,5,12,4342,Yes
5215,Bachelor,Married,62119,846,343,505,320,7,250,11,4,5,1,3727,Yes
5216,Bachelor,Married,65384,124,91,341,172,127,126,8,2,14,14,2464,Yes
5217,Bachelor,Single,27065,108,343,309,334,18,143,14,14,0,8,2296,Yes
5218,Master,Single,130152,609,471,738,134,171,79,10,12,6,11,734,Yes
5219,Bachelor,Married,49832,576,286,478,440,138,179,8,7,1,8,728,Yes
5220,Basic,Single,88070,934,444,236,135,51,209,3,5,5,9,4456,No
5221,Bachelor,Single,33523,517,331,767,99,39,193,9,1,9,11,2319,Yes
5222,Bachelor,Single,134564,556,297,782,291,46,85,9,2,9,11,2228,Yes
5223,Basic,Single,51800,691,454,46,318,96,106,3,2,6,6,3507,Yes
5224,Bachelor,Married,91117,988,245,497,232,77,93,9,1,11,0,1312,Yes
5225,Bachelor,Divorced,140024,346,155,724,486,50,157,10,3,8,2,3366,Yes
5226,Basic,Widowed,27293,545,374,721,486,11,46,14,10,0,14,4323,Yes
5227,Bachelor,Married,122801,429,154,395,419,92,210,10,3,9,6,4687,Yes
5228,Master,Single,99481,824,409,467,342,176,148,3,13,5,10,834,Yes
5229,Basic,Single,91519,623,185,699,278,142,171,11,5,14,1,4985,No
5230,Bachelor,Single,47764,908,111,343,181,51,82,5,3,8,4,1025,Yes
5231,Bachelor,Single,112716,166,60,926,492,52,206,11,11,11,3,1570,Yes
5232,Bachelor,Married,51981,17,265,516,256,193,196,8,11,5,13,2362,Yes
5233,Master,Divorced,137230,397,480,812,87,6,280,0,5,12,1,4249,Yes
5234,Bachelor,Married,60956,916,409,308,216,178,161,12,13,1,10,582,No
5235,Bachelor,Divorced,89142,159,326,924,448,104,241,8,14,6,14,1886,Yes
5236,Basic,Married,58245,798,215,424,488,95,248,13,6,3,1,4045,No
5237,Bachelor,Married,63534,767,71,329,260,104,114,7,11,1,12,718,No
5238,Bachelor,Divorced,111365,803,164,859,199,102,233,14,1,7,11,1691,No
5239,Basic,Married,23531,109,492,473,149,140,295,10,3,0,13,620,Yes
5240,Bachelor,Married,117147,860,259,539,142,100,47,11,10,5,9,3937,Yes
5241,PhD,Single,76208,151,72,280,458,191,210,9,1,0,0,2454,Yes
5242,Bachelor,Single,67201,412,184,232,85,157,163,9,4,1,5,2425,Yes
5243,Bachelor,Divorced,20662,521,149,18,184,146,178,10,4,14,14,1375,No
5244,PhD,Single,48259,867,377,168,402,120,53,4,6,5,6,3127,Yes
5245,Master,Married,121306,962,300,481,264,69,178,8,9,9,12,4793,Yes
5246,Bachelor,Married,35735,87,183,857,183,165,171,2,10,0,5,568,No
5247,Master,Married,111452,570,394,830,231,14,114,3,3,2,8,3268,Yes
5248,Master,Single,144753,868,462,889,131,131,143,5,5,9,10,860,Yes
5249,Bachelor,Single,66815,661,383,940,33,25,124,10,13,10,7,3640,Yes
5250,Bachelor,Married,49415,77,99,234,446,184,31,6,3,0,1,1821,No
5251,Bachelor,Married,62605,893,146,684,24,144,29,13,14,4,14,3947,Yes
5252,PhD,Single,71304,513,145,871,376,167,172,12,11,7,4,785,Yes
5253,Bachelor,Widowed,90969,341,267,893,322,0,36,10,10,2,1,1056,Yes
5254,Basic,Married,128185,23,22,807,373,129,198,1,10,8,4,4843,Yes
5255,Master,Married,27088,145,443,235,330,161,253,12,1,9,4,3150,No
5256,Bachelor,Married,63311,785,480,755,183,52,85,6,13,7,12,1473,Yes
5257,Basic,Single,102255,180,376,478,217,17,67,12,12,14,14,2277,Yes
5258,Bachelor,Widowed,49707,62,209,14,110,137,196,10,0,4,11,4183,Yes
5259,Bachelor,Widowed,29375,867,81,556,321,90,265,1,4,1,4,2390,Yes
5260,Master,Married,31834,115,295,523,139,108,85,0,12,5,9,862,Yes
5261,Bachelor,Married,80821,989,460,783,127,141,220,13,3,14,11,4187,Yes
5262,Master,Married,36179,484,315,180,484,92,241,4,8,7,5,3513,Yes
5263,Bachelor,Married,58805,822,221,639,102,117,235,10,10,13,8,3589,No
5264,Basic,Married,128631,897,427,783,467,169,188,9,7,10,9,4173,Yes
5265,PhD,Married,121084,466,106,166,298,106,128,12,7,4,4,983,Yes
5266,Bachelor,Single,136519,419,53,829,329,108,109,13,10,9,6,4615,No
5267,Bachelor,Married,149341,997,309,17,158,131,246,11,10,13,5,561,Yes
5268,Bachelor,Married,32343,268,214,35,323,139,201,13,8,4,0,575,No
5269,Master,Single,81930,270,212,363,472,57,7,3,0,7,0,2715,No
5270,Bachelor,Married,116226,307,194,655,417,138,158,14,12,14,6,2620,Yes
5271,Basic,Married,61747,601,434,577,231,83,76,12,13,2,8,3287,No
5272,Basic,Married,78411,116,145,4,157,88,227,12,7,9,14,2347,Yes
5273,Bachelor,Single,28716,919,220,217,286,140,267,1,12,1,14,3838,No
5274,Master,Married,20452,416,339,873,120,65,106,7,2,14,3,1831,Yes
5275,Bachelor,Married,36229,450,381,600,346,138,245,7,10,4,2,754,Yes
5276,Bachelor,Married,99697,618,496,702,353,79,187,7,7,8,14,2780,No
5277,Basic,Married,116760,679,5,62,480,187,79,14,7,6,5,3820,No
5278,Bachelor,Married,51179,122,306,508,343,182,149,4,9,6,8,4421,No
5279,PhD,Single,128015,740,457,874,282,153,261,5,7,4,3,1485,Yes
5280,Bachelor,Single,22589,520,201,150,86,93,139,9,11,5,10,3927,No
5281,PhD,Single,78048,14,36,539,13,6,212,12,13,10,0,848,Yes
5282,Bachelor,Married,105355,630,206,410,313,51,167,6,7,1,8,4004,No
5283,Basic,Married,25086,88,263,412,387,23,181,5,13,13,8,3979,Yes
5284,Master,Married,129495,702,126,153,95,124,117,14,8,14,4,606,No
5285,Bachelor,Single,125102,617,239,753,75,72,209,1,10,8,5,645,No
5286,Master,Single,65778,688,496,462,438,70,267,11,5,4,1,1403,Yes
5287,PhD,Single,36365,166,70,697,447,32,18,4,8,6,2,1614,No
5288,Basic,Single,142367,423,305,897,391,16,77,13,7,11,9,4062,Yes
5289,Basic,Married,111908,542,444,917,58,122,245,6,1,12,9,4119,Yes
5290,Master,Single,35183,880,227,635,418,92,74,6,1,8,9,3757,Yes
5291,Bachelor,Married,144266,912,430,820,245,91,287,13,5,0,3,2113,No
5292,Basic,Widowed,145675,89,147,657,240,25,14,5,6,10,5,3609,Yes
5293,Basic,Single,99237,887,475,997,24,4,101,10,11,0,11,3955,Yes
5294,Basic,Divorced,94172,933,357,282,149,111,78,13,1,10,2,4374,No
5295,Master,Married,44777,431,70,175,174,169,88,0,14,5,11,1314,No
5296,Basic,Divorced,92207,222,217,466,239,107,213,14,4,9,8,1795,Yes
5297,Bachelor,Single,90646,686,256,612,318,58,83,10,14,4,12,1544,No
5298,Bachelor,Divorced,46356,300,279,570,282,109,179,1,6,9,4,2431,No
5299,Bachelor,Widowed,35812,14,437,172,453,55,47,10,0,8,0,1435,Yes
5300,Basic,Divorced,122965,326,436,362,407,180,97,1,14,13,9,1448,No
5301,Master,Married,59275,940,180,982,140,75,229,8,8,10,8,3599,No
5302,Basic,Single,136416,787,72,481,354,84,61,11,5,1,1,3532,Yes
5303,Master,Single,61412,63,73,872,254,174,270,10,7,11,1,1229,Yes
5304,Master,Divorced,100779,329,447,325,111,130,176,11,2,8,13,4018,Yes
5305,Bachelor,Single,30223,260,247,717,53,82,61,7,14,2,4,3366,Yes
5306,Bachelor,Single,121413,749,322,504,205,56,48,6,11,3,0,2442,Yes
5307,Bachelor,Single,47620,975,213,320,8,146,99,9,10,8,1,1588,Yes
5308,Bachelor,Married,69683,948,425,92,189,151,230,14,6,12,11,2969,Yes
5309,Master,Married,71570,108,44,511,67,148,111,7,2,11,3,851,Yes
5310,Master,Widowed,142439,648,263,995,266,0,132,12,3,3,4,4036,No
5311,Bachelor,Divorced,72999,687,466,10,249,27,153,14,12,2,14,558,Yes
5312,Bachelor,Married,122214,798,430,348,483,59,235,6,7,13,10,4446,No
5313,PhD,Married,103421,750,276,687,455,106,9,1,8,10,0,3260,No
5314,PhD,Married,140702,834,118,359,282,25,114,14,4,7,6,2469,Yes
5315,Bachelor,Single,30283,682,54,346,335,61,209,1,8,5,14,2525,Yes
5316,Bachelor,Divorced,55327,940,314,148,351,177,284,9,12,4,2,3061,No
5317,Bachelor,Married,91218,896,494,944,146,8,24,3,13,0,1,1765,Yes
5318,PhD,Married,88050,753,470,72,262,115,215,13,1,0,6,3206,Yes
5319,Basic,Single,42222,409,301,166,193,132,6,3,14,9,0,4761,Yes
5320,Bachelor,Married,65938,922,118,107,94,194,91,10,2,3,4,2378,Yes
5321,Bachelor,Single,104411,766,266,747,265,27,98,1,8,3,3,3944,Yes
5322,Bachelor,Single,130704,540,420,233,235,95,90,6,8,1,10,762,Yes
5323,Bachelor,Divorced,54742,173,313,117,490,23,19,12,10,9,0,1252,Yes
5324,PhD,Single,86624,223,181,476,34,117,53,9,5,0,2,3237,Yes
5325,Basic,Married,101240,369,19,702,192,176,228,6,1,5,10,4498,Yes
5326,Bachelor,Married,62998,382,214,417,40,38,6,5,5,1,13,756,Yes
5327,Basic,Divorced,54658,603,341,246,34,35,167,13,3,11,13,685,Yes
5328,Basic,Divorced,38011,413,18,463,244,118,134,1,0,12,9,1253,No
5329,Bachelor,Divorced,97268,25,451,747,295,153,146,3,2,2,7,2071,Yes
5330,Bachelor,Single,68191,597,233,637,199,29,137,5,12,14,1,4091,Yes
5331,Bachelor,Divorced,145718,855,258,312,235,93,63,13,5,1,0,2911,Yes
5332,Bachelor,Single,30012,620,48,445,95,95,45,0,1,0,5,2072,Yes
5333,Basic,Single,25984,409,311,246,139,130,28,1,7,14,8,3708,No
5334,Bachelor,Single,56441,966,12,582,98,41,293,6,9,7,2,1540,Yes
5335,PhD,Divorced,135574,172,90,741,65,119,19,7,3,1,4,700,Yes
5336,PhD,Married,149581,832,454,329,242,5,90,7,4,10,8,2109,Yes
5337,Bachelor,Single,31637,551,346,258,450,124,124,2,1,2,13,3242,Yes
5338,Bachelor,Single,142572,86,262,471,438,197,95,8,7,11,14,4876,Yes
5339,PhD,Single,127395,321,318,207,382,140,130,4,7,2,6,2526,Yes
5340,Basic,Married,42368,297,319,34,280,49,268,2,14,10,3,2072,Yes
5341,Master,Single,70761,629,78,651,355,153,216,1,9,13,10,1190,No
5342,PhD,Married,82886,522,445,474,105,84,212,11,1,14,8,690,Yes
5343,Basic,Married,23347,710,129,226,491,133,145,6,4,5,1,3841,No
5344,Basic,Married,115781,693,51,555,44,17,170,11,14,1,10,2300,Yes
5345,PhD,Divorced,137873,909,123,660,276,102,260,12,8,3,10,1518,Yes
5346,Bachelor,Single,100094,958,174,694,196,39,254,12,6,10,2,4914,Yes
5347,Basic,Single,82156,716,204,646,73,5,271,4,12,0,6,2350,Yes
5348,Bachelor,Married,121921,640,116,161,345,44,186,11,12,13,8,4819,No
5349,Bachelor,Divorced,32362,360,43,708,68,9,27,9,2,5,11,1359,Yes
5350,Bachelor,Married,102202,538,310,955,192,62,80,5,12,4,13,1938,No
5351,Master,Divorced,29094,60,276,526,400,58,1,7,5,3,6,3417,Yes
5352,PhD,Married,45072,122,303,64,191,131,115,3,1,12,14,2640,Yes
5353,Bachelor,Single,135470,962,486,383,205,173,10,0,9,9,0,3117,Yes
5354,Bachelor,Married,121821,639,347,446,149,138,115,0,10,14,8,4329,Yes
5355,Bachelor,Single,67670,868,199,637,247,195,275,5,0,10,13,3584,Yes
5356,Bachelor,Married,59498,858,355,904,493,132,8,4,9,1,11,2159,Yes
5357,Basic,Single,123937,231,472,694,186,141,291,10,9,11,8,3210,Yes
5358,PhD,Single,123050,141,97,605,497,25,187,6,14,8,8,2124,Yes
5359,Master,Divorced,50893,625,213,407,496,187,67,8,9,2,1,3391,No
5360,Bachelor,Single,72456,28,208,556,10,42,183,9,5,3,5,3729,No
5361,Bachelor,Single,125068,147,360,755,351,110,283,7,6,1,9,2045,No
5362,Bachelor,Widowed,29398,548,176,216,295,89,248,4,4,0,13,1841,Yes
5363,Bachelor,Married,70280,424,488,454,314,149,69,5,4,1,14,617,Yes
5364,Bachelor,Married,74552,977,241,397,99,73,164,4,13,7,5,3362,No
5365,Bachelor,Divorced,45783,661,269,932,491,18,215,9,4,6,7,4458,Yes
5366,PhD,Married,82670,925,451,306,267,54,140,3,0,13,7,2809,No
5367,Bachelor,Single,59105,127,482,663,463,94,59,10,6,13,9,4426,Yes
5368,Bachelor,Married,60981,694,123,54,384,123,118,10,6,7,12,2811,Yes
5369,Master,Married,135965,313,479,263,483,143,7,2,3,7,3,2077,Yes
5370,Basic,Divorced,66153,779,3,536,452,3,62,12,1,11,1,1278,Yes
5371,Bachelor,Single,137603,737,343,245,258,196,29,13,10,12,5,3875,Yes
5372,Bachelor,Single,110053,953,279,255,223,122,139,8,1,9,12,4725,No
5373,Bachelor,Single,71743,537,119,556,372,133,28,12,5,14,1,3029,Yes
5374,Master,Married,41562,611,359,880,125,152,119,14,10,4,13,3247,No
5375,Bachelor,Single,36972,355,275,878,295,102,169,10,14,7,10,3096,Yes
5376,Master,Divorced,108863,239,377,280,399,173,55,11,9,5,0,1429,Yes
5377,Bachelor,Widowed,80899,117,53,318,371,141,213,9,2,0,2,4076,Yes
5378,Bachelor,Married,64417,785,161,2,249,191,38,1,11,0,2,1940,Yes
5379,Master,Widowed,105900,956,22,696,32,65,73,8,9,10,11,4237,No
5380,Bachelor,Single,138249,700,78,919,83,127,217,0,7,8,14,2276,No
5381,Bachelor,Divorced,36966,536,71,634,91,166,70,13,9,0,14,3360,No
5382,Bachelor,Married,32090,964,323,879,341,151,144,4,1,0,12,3656,No
5383,Bachelor,Single,34200,474,253,137,366,21,122,11,6,9,6,3548,Yes
5384,Basic,Single,60991,932,292,263,323,95,251,11,6,7,11,4212,Yes
5385,Bachelor,Married,72220,75,18,978,360,74,253,13,12,7,2,1580,Yes
5386,Bachelor,Married,73092,934,285,86,160,196,25,5,10,4,8,1545,No
5387,Bachelor,Divorced,38787,277,205,257,390,96,180,7,3,0,9,4518,Yes
5388,PhD,Married,121788,202,152,777,48,40,43,5,10,2,13,3615,No
5389,Bachelor,Married,137030,265,428,740,325,198,5,2,6,2,12,2706,No
5390,Master,Single,110932,355,263,983,280,104,94,10,8,8,13,2641,Yes
5391,Basic,Married,135881,124,371,47,40,183,115,12,3,3,6,1991,Yes
5392,Bachelor,Married,108522,933,145,586,388,66,130,14,2,2,7,1337,No
5393,Master,Single,46187,319,12,923,153,172,287,11,12,8,11,2289,Yes
5394,Bachelor,Widowed,136855,849,315,200,73,111,271,10,7,7,10,4844,Yes
5395,Master,Married,115089,248,344,497,111,157,222,3,9,13,8,4922,Yes
5396,Bachelor,Married,47187,755,401,844,260,41,145,9,12,9,2,1062,No
5397,Basic,Married,59395,426,25,549,120,134,70,8,7,12,7,2235,Yes
5398,Bachelor,Divorced,99386,619,142,923,283,146,110,9,1,0,10,3023,Yes
5399,Bachelor,Single,43002,822,301,34,296,156,154,14,3,13,2,3357,No
5400,Master,Married,143549,138,434,420,137,133,110,2,10,4,8,1309,No
5401,Bachelor,Single,23702,15,308,118,227,30,179,2,4,1,11,2103,No
5402,PhD,Single,147232,152,226,37,272,149,210,14,12,9,14,4037,No
5403,PhD,Single,133369,310,298,148,242,159,25,6,6,9,0,3594,Yes
5404,Bachelor,Married,31106,962,382,388,435,9,71,8,3,5,1,1569,Yes
5405,Bachelor,Divorced,40539,193,391,999,188,192,77,0,3,9,10,1619,No
5406,Master,Married,106023,922,25,979,87,107,30,4,7,10,1,4762,No
5407,PhD,Married,130299,173,249,552,368,32,264,5,8,5,10,1462,No
5408,Bachelor,Divorced,50083,138,85,356,394,25,242,14,2,4,4,973,Yes
5409,Bachelor,Married,37502,709,91,565,130,112,289,8,6,6,14,933,Yes
5410,Bachelor,Single,25113,122,395,843,380,152,36,7,7,1,9,4626,Yes
5411,Bachelor,Single,121629,667,106,129,102,135,137,10,4,9,8,1358,No
5412,Bachelor,Single,102876,962,303,834,454,149,172,6,7,11,2,2172,Yes
5413,Master,Single,66520,171,5,316,214,58,88,7,10,5,13,3104,Yes
5414,Basic,Single,135019,334,62,667,393,39,126,3,7,13,4,3224,No
5415,Basic,Married,76400,453,264,18,90,70,274,12,8,9,1,3819,Yes
5416,Bachelor,Single,136644,310,8,785,484,115,183,7,13,8,2,698,Yes
5417,Bachelor,Single,120208,334,105,220,251,141,209,5,1,2,14,3267,Yes
5418,Bachelor,Single,96433,611,46,260,489,198,210,14,8,3,6,594,Yes
5419,Bachelor,Married,22273,756,490,639,202,17,159,3,10,1,12,3877,Yes
5420,Bachelor,Divorced,53365,784,239,280,127,128,206,14,2,4,10,907,Yes
5421,Basic,Widowed,78229,368,463,962,374,120,82,13,13,11,2,2393,Yes
5422,Bachelor,Married,71631,477,90,767,413,31,167,0,10,1,14,511,Yes
5423,PhD,Married,74667,39,459,888,256,78,289,14,9,14,4,3853,Yes
5424,Bachelor,Married,104264,709,290,68,215,182,24,7,12,6,13,2385,Yes
5425,Bachelor,Married,122306,816,60,310,308,21,35,0,5,13,13,904,Yes
5426,Bachelor,Married,82412,586,100,839,296,118,9,0,1,8,3,3217,Yes
5427,PhD,Married,112377,676,205,706,72,92,147,13,5,5,14,2715,No
5428,Bachelor,Married,32705,749,293,213,144,11,229,6,11,13,9,800,Yes
5429,Bachelor,Widowed,131820,308,413,18,125,69,204,14,12,3,13,1833,Yes
5430,Master,Single,111055,327,404,234,329,170,101,14,5,6,6,1841,No
5431,Bachelor,Married,30562,720,147,944,179,27,0,6,6,4,14,2563,No
5432,Basic,Single,118362,64,22,490,107,129,137,6,7,6,3,700,Yes
5433,Bachelor,Married,143491,896,23,403,143,119,2,5,5,11,5,4876,Yes
5434,Basic,Single,113372,891,231,822,151,95,251,0,4,11,8,4800,No
5435,Bachelor,Married,140101,934,202,467,414,115,42,9,12,7,6,946,Yes
5436,Master,Married,82959,285,9,276,167,107,171,8,14,14,3,3773,Yes
5437,Bachelor,Married,133978,211,244,939,58,144,5,12,2,14,1,2264,Yes
5438,Master,Married,91735,426,36,155,222,177,77,14,4,7,11,2305,No
5439,Basic,Married,95234,278,354,889,383,191,254,9,9,10,14,2526,Yes
5440,Master,Married,37129,761,13,466,496,21,177,0,3,9,3,4818,No
5441,Bachelor,Married,120344,244,191,626,395,64,276,0,4,6,6,2542,No
5442,Bachelor,Divorced,89380,491,253,102,27,7,241,5,6,13,0,2058,Yes
5443,Basic,Married,135300,30,309,21,191,113,95,7,10,13,5,2272,No
5444,PhD,Single,36631,982,142,957,85,2,151,10,1,2,2,3512,Yes
5445,Basic,Married,44177,708,449,896,125,50,235,4,0,4,1,4979,No
5446,Basic,Single,121014,876,134,378,265,34,270,10,7,8,10,3114,Yes
5447,Bachelor,Single,99467,179,311,25,121,4,189,5,3,6,5,4467,Yes
5448,Bachelor,Married,149761,822,151,459,314,80,55,12,13,0,10,4162,Yes
5449,Bachelor,Divorced,65894,389,226,212,312,142,56,8,6,4,7,1099,No
5450,Basic,Single,125435,302,343,453,260,14,201,3,9,9,5,2783,Yes
5451,Bachelor,Married,119742,99,129,940,493,105,199,8,0,13,2,4179,Yes
5452,Bachelor,Single,137608,16,152,577,182,41,211,12,9,3,3,4143,Yes
5453,Bachelor,Divorced,90281,46,424,809,181,19,75,13,9,14,6,4531,Yes
5454,Bachelor,Married,45956,118,279,669,414,118,154,12,1,8,14,3836,No
5455,Master,Married,47566,55,335,68,258,109,113,0,9,4,0,2676,Yes
5456,Bachelor,Married,62466,46,146,678,123,121,271,14,1,7,7,666,Yes
5457,Bachelor,Single,57784,932,282,800,169,94,68,9,12,10,8,3107,Yes
5458,Bachelor,Divorced,30161,730,429,804,452,161,260,5,6,2,9,1390,Yes
